위도,경도
35.1009618,129.0102679
35.1009618,129.0102679
35.1182026,129.0179494
35.1117001,129.0270727
35.0981442,129.0148345
35.0981442,129.0148345
35.1274189,129.0062595
35.1274189,129.0062595
35.095705,129.018382
35.095705,129.018382
35.095705,129.018382
35.1304891,129.0073961
35.1309277,129.009516
35.1124073,129.020417
35.0973093,129.0183475
35.0973316,129.0179551
35.0973316,129.0179551
35.1116977,129.0249108
35.1125757,129.0252644
35.0839813,129.0237068
35.0831707,129.0219378
35.0991867,129.0126144
35.0991867,129.0126144
35.0991867,129.0126144
35.1000598,129.011558
35.1000598,129.011558
35.0998843,129.0120355
35.0998843,129.0120355
35.098549,129.012464
35.0956066,129.0188431
35.0956066,129.0188431
35.0956066,129.0188431
35.1117069,129.0209029
35.1117069,129.0209029
35.1117069,129.0209029
35.1117069,129.0209029
35.1238198,129.0082097
35.1238198,129.0082097
35.1209009,129.0093739
35.1196947,129.0101671
35.0827995,129.0215944
35.0827995,129.0215944
35.0827995,129.0215944
35.1140463,129.025797
35.1140463,129.025797
35.1140463,129.025797
35.1140463,129.025797
35.0855181,129.0216256
35.0855181,129.0216256
35.0962665,129.0193334
35.1004059,129.0222193
35.1004059,129.0222193
35.1004059,129.0222193
35.1004059,129.0222193
35.0971438,129.0244615
35.0971438,129.0244615
35.114588,129.0224285
35.114588,129.0224285
35.114588,129.0224285
35.1173597,129.0192104
35.1173597,129.0192104
35.1173597,129.0192104
35.1179167,129.0165788
35.1104759,129.0238406
35.1129179,129.0195267
35.1125582,129.0236968
35.1139533,129.0157025
35.0886515,129.0243165
35.1021611,129.016493
35.1021611,129.016493
35.1021611,129.016493
35.109058,129.0167774
35.110485,129.0149467
35.110485,129.0149467
35.1003286,129.0154587
35.1003286,129.0154587
35.1003286,129.0154587
35.1003286,129.0154587
35.0912976,129.0196532
35.1013623,129.0157573
35.1007193,129.0133713
35.1007193,129.0133713
35.1007193,129.0133713
35.1103883,129.0134651
35.0835979,129.0231202
35.0835979,129.0231202
35.0835979,129.0231202
35.0777078,129.0121317
35.0777078,129.0121317
35.1092192,129.0199064
35.0972104,129.0122477
35.0972104,129.0122477
35.117237,129.0130553
35.098197,129.0115815
35.098197,129.0115815
35.098197,129.0115815
35.0831792,129.0223284
35.0831792,129.0223284
35.0828646,129.0239582
35.0828646,129.0239582
35.0828646,129.0239582
35.0834484,129.0218217
35.0834484,129.0218217
35.0835661,129.0223908
35.0835661,129.0223908
35.0835661,129.0223908
35.0835263,129.0226472
35.0835263,129.0226472
35.0835263,129.0226472
35.0824664,129.0225884
35.0824664,129.0225884
35.0824664,129.0225884
35.0829865,129.0234974
